117930 25433
440 8980 13.1919
440 8981 12.2003
440 8982 15.1956
440 8985 28.2071
440 9040 13.2533
440 9064 16.2252
440 9081 19.2405
440 9158 16.2339
440 9168 18.1864
440 9188 21.2496
440 9198 13.1827
440 9252 20.2432
440 9264 11.2297
440 9299 13.2262
440 9383 25.2168
440 9424 18.232
440 9427 15.2031
440 9440 23.2418
440 9525 19.2412
440 9544 17.2306
440 9660 13.2318
440 9692 14.1997
440 9731 13.2091
440 9745 38.2537
440 9778 15.2026
440 9937 14.1654
440 10003 11.1873
440 10044 14.2726
440 10046 13.2806
440 10066 11.2503
440 10095 17.2019
440 10121 10.2673
440 10151 10.2233
440 10185 12.2214
440 10239 10.2239
440 10241 20.2473
440 10244 11.3068
440 10266 26.1995
440 10335 19.2338
440 10382 12.205
440 10412 10.2462
440 10424 10.1149
440 10465 11.2122
440 10471 19.2059
440 10588 10.2208
440 10625 20.2164
440 10951 14.2191
440 10972 19.2299
440 11077 27.2333
440 11086 18.2955
440 11240 12.2742
440 11250 12.191
440 11266 17.2533
440 11351 20.2104
440 11368 11.2303
440 11393 16.2396
440 11451 10.2855
440 11569 14.235
440 11583 13.1923
440 11616 25.2199
440 11661 14.2347
440 11695 13.1672
440 11711 10.2589
440 11723 24.2394
440 11796 12.2511
440 11981 16.2094
440 12053 10.209
440 12061 25.2194
440 12076 14.2661
440 12092 13.1839
440 12120 11.2222
440 12142 15.2488
440 12158 27.283
440 12163 11.2563
440 12175 18.2495
440 12186 18.2122
440 12201 11.169
440 12211 19.2466
440 12346 13.2308
440 12360 11.2337
440 12395 15.2226
440 12405 12.2038
440 12412 18.2262
440 12426 11.2132
440 12430 10.2156
440 12574 13.2395
440 12588 15.2098
440 12730 15.2463
440 12739 13.1807
440 12744 14.2343
440 12760 30.2003
440 12820 10.2453
440 12830 12.2504
440 12850 38.2188
440 12904 54.2267
440 12909 18.2403
440 12913 22.2036
440 12917 13.2055
440 12918 17.2354
440 12947 11.2601
440 12948 38.2352
440 13006 11.1539
440 13128 11.241
440 13130 11.2282
440 13136 11.1794
440 13160 13.2911
440 13172 11.2819
440 13175 25.2122
440 13297 12.2474
440 13562 14.2188
440 13606 25.2486
440 13697 10.2662
440 13774 11.2234
440 13792 10.2098
440 13829 15.2253
440 13922 14.1968
440 13932 11.2118
440 13941 18.2408
440 13962 28.2541
440 13972 10.2541
440 13976 17.2583
440 13997 30.2507
440 14024 37.2448
440 14108 13.2719
440 14110 13.2084
440 14169 11.2069
440 14171 11.2982
440 14174 10.2792
440 14193 22.2239
440 14248 23.215
440 14268 11.1927
440 14276 12.1589
440 14281 33.239
440 14323 14.2487
440 14350 11.2646
440 14353 22.2227
440 14361 12.2396
440 14373 24.2724
440 14376 12.2396
440 14406 17.1543
440 14447 10.209
440 14453 12.1972
440 14513 12.2157
440 14574 10.2352
440 14588 19.2688
440 14594 17.2878
440 14614 11.2154
440 14692 14.2462
440 14749 15.2275
440 14752 11.2575
440 14782 11.1973
440 14784 23.2323
440 14785 28.2243
440 14790 13.1698
440 14841 10.2496
440 14855 10.2238
440 14881 11.2455
440 14884 10.1825
440 14895 28.2586
440 14935 13.2232
440 14963 10.2563
440 15008 11.2537
440 15011 12.2044
440 15060 13.2343
440 15106 11.2042
440 15184 12.2543
440 15186 13.2317
440 15201 28.2557
440 15203 16.2379
440 15213 31.2486
440 15222 18.2293
440 15231 10.1853
440 15255 10.1666
440 15270 24.2081
440 15299 13.2668
440 15391 11.268
440 15401 16.256
440 15467 13.2078
440 15523 10.2513
440 15551 25.2468
440 15608 13.226
440 15652 10.2481
440 15680 21.2977
440 15691 12.2619
440 15711 11.2419
440 15879 12.2401
440 15903 12.2019
440 15944 11.214
440 15988 11.2588
440 16039 13.2678
440 16149 28.2524
440 16150 22.2204
440 16164 13.2287
440 16170 10.2943
440 16255 21.2317
440 16259 35.2296
440 16297 13.2358
440 16344 20.2145
440 16369 15.1838
440 16378 11.1837
440 16390 11.1985
440 16400 25.234
440 16402 14.1855
440 16404 12.2353
440 16458 11.2388
440 16472 17.2527
440 16544 13.2053
440 16606 11.2462
440 16656 14.2163
440 16737 11.2377
440 16738 11.2286
440 16885 15.2704
440 16968 20.245
440 17033 11.2179
440 17289 13.2644
440 17374 18.2452
440 17381 10.185
440 17411 10.252
440 17585 10.1908
440 17596 16.221
440 17597 18.198
440 17600 14.203
440 17610 18.2192
440 17617 14.2567
440 17644 14.1971
440 17653 15.2442
440 17706 13.2201
440 17758 12.1895
440 17763 10.1687
440 17764 12.2449
440 17787 10.1961
440 17795 14.2717
440 17797 16.2873
440 17811 11.2469
440 17827 15.2062
440 17836 10.226
440 17845 11.2193
440 17884 11.1861
440 17915 15.1942
440 17959 11.2159
440 17995 22.2211
440 18008 17.2619
440 18090 25.2678
440 18127 10.2399
440 18168 11.2088
440 18169 15.1772
440 18172 19.209
440 18257 10.2207
440 18290 10.2867
440 18298 25.2352
440 18387 11.2284
440 18468 13.2391
440 18692 13.2692
440 18732 11.1661
440 18887 15.1803
440 18999 10.2575
440 19128 11.1961
440 19254 10.2513
440 19322 11.2073
440 19422 22.2203
440 19444 12.2266
440 19689 12.2047
440 19759 15.2054
440 19816 17.1807
440 19899 12.2055
440 20016 19.1916
440 20256 10.2213
440 20655 11.252
440 20831 10.2347
440 20918 14.2268
440 20980 23.2457
440 21516 12.2359
440 21654 17.228
440 22001 11.1649
440 22095 12.161
440 22247 12.2606
440 22332 11.2316
440 22365 10.2285
440 22872 11.1833
440 23044 15.247
440 23106 11.2617
440 23186 15.2626
440 23267 10.2461
440 23286 15.2586
440 23312 11.2637
440 23373 23.2636
440 23420 12.2412
440 23431 20.2277
440 23479 10.2188
440 23493 11.2295
440 23496 11.2393
440 23555 11.2428
440 23705 12.2426
440 23788 11.3094
440 23841 12.2571
440 24057 10.224
440 24108 12.2204
440 24119 20.2285
440 24419 10.1506
440 24566 14.3028
440 24611 12.2096
440 25021 10.2056
440 25091 10.1747
440 25245 18.2374
440 25453 14.2391
440 25468 11.2051
440 25552 10.1843
440 25577 12.2572
440 26176 16.2315
440 26377 15.2129
440 26400 18.2314
440 26407 20.2067
440 26472 11.1908
440 26546 11.2145
440 26552 12.2535
440 26612 12.2074
440 26950 21.2444
440 27473 10.2151
440 27629 18.1753
440 27661 16.219
440 28560 13.2678
440 28572 12.1824
440 29866 10.1982
440 29873 26.2374
440 30165 11.2006
440 30471 15.2038
440 31329 10.1696
440 31641 11.2234
440 31924 14.2118
440 32172 10.2001
440 32207 19.1806
440 32682 10.15
440 33127 10.1968
440 35661 16.2111
440 36489 10.1737
440 36492 10.1647
440 37111 11.2168
440 37294 10.2305
440 39150 10.2392
440 39162 10.1932
440 41003 11.2611
440 43289 10.1643
440 44909 12.2595
440 44952 10.2753
440 45220 12.1952
440 46410 11.2363
440 46429 14.2335
440 47674 10.2617
450 495 10.2217
450 671 13.2131
450 676 11.1909
450 694 10.2491
450 949 11.2632
450 1136 14.23
450 1443 12.2613
450 1906 11.2731
450 2206 10.3009
450 2551 15.2598
450 2554 13.185
450 2564 12.2752
450 2604 12.238
450 2654 20.2194
450 2657 17.2891
450 2666 34.244
450 2692 10.1727
450 2695 11.1911
450 2702 13.2775
450 2723 15.2353
450 2754 10.2418
450 2762 11.1864
450 2876 14.2295
450 2888 14.2051
450 2899 10.2099
450 2957 11.2045
450 2958 12.187
450 2962 11.1792
450 3096 11.2403
450 3109 14.2827
450 3188 14.2825
450 3342 12.226
450 3688 10.2204
450 4650 13.27
450 5860 12.2407
450 7136 16.2396
450 8555 10.2688
450 9424 10.253
450 9745 15.2744
450 10625 11.2748
450 11723 16.2984
450 12061 10.2396
450 12904 17.2568
450 12948 11.2514
450 13175 10.2162
450 13962 12.2857
450 13997 11.2681
450 14024 17.264
450 14193 14.2459
450 14431 10.2827
450 14749 13.2828
450 14784 11.2386
450 14786 11.2666
450 15201 11.2809
450 15213 16.2812
450 16400 11.2281
450 17660 12.2928
450 17959 16.2766
450 23373 10.2691
450 25245 18.2943
450 27629 11.2477
466 671 14.2071
466 676 10.223
466 789 11.2818
466 1136 11.2417
466 1443 12.3004
466 2265 10.2836
466 2526 11.2834
466 2551 14.2833
466 2589 11.2
466 2604 10.2279
466 2654 18.2281
466 2666 15.2325
466 2681 11.3618
466 2695 10.1796
466 2753 11.2227
466 2762 12.1853
466 2876 12.2467
466 2888 14.2148
466 2889 10.1639
466 2897 10.1854
466 2898 10.1587
466 2899 11.2112
466 2958 12.1775
466 3193 12.2624
466 3883 11.2214
466 4650 11.3372
466 8555 10.317
466 10266 10.2371
466 10972 10.3601
466 12904 11.2793
466 12948 10.2665
466 14749 10.349
466 25245 12.3688
491 671 11.2016
491 2654 14.2203
491 2666 10.2192
495 671 14.1859
495 704 11.1841
495 789 13.2145
495 1051 10.2227
495 1136 17.2016
495 1803 13.2235
495 2206 10.2412
495 2355 10.2052
495 2526 14.2237
495 2551 16.2176
495 2554 14.169
495 2564 11.223
495 2589 18.186
495 2604 12.201
495 2619 11.2011
495 2644 12.2148
495 2654 22.1925
495 2666 17.2023
495 2691 11.174
495 2692 10.1664
495 2695 12.1723
495 2753 10.1872
495 2762 14.1744
495 2876 14.1978
495 2888 17.1855
495 2889 12.1633
495 2897 12.1751
495 2898 10.1623
495 2899 12.1858
495 2911 12.2091
495 2927 10.1614
495 2946 11.1592
495 2956 11.1499
495 2957 12.182
495 2958 13.1727
495 2959 11.1695
495 3054 10.1743
495 3096 14.2077
495 3109 10.2371
495 3188 10.2321
495 3641 11.1904
495 3688 14.197
495 3883 13.1961
495 4024 11.2193
495 4650 14.2334
495 6096 10.2009
495 8652 10.1873
495 8668 10.1927
495 8752 10.1739
495 8985 10.1707
495 9383 10.2164
495 9544 10.2246
495 11077 10.197
495 11723 10.2476
495 12061 11.207
495 12175 10.2148
495 12904 21.2151
495 12948 10.213
495 13829 12.2236
495 14281 10.203
495 14749 10.2389
495 16150 10.1991
495 16259 13.2115
507 671 13.1949
507 704 10.1953
507 789 10.2315
507 952 10.2539
507 1136 14.2208
507 1443 10.2422
507 2551 15.2395
507 2589 11.1931
507 2654 18.2079
507 2666 11.2098
507 2678 10.1983
507 2691 11.1844
507 2695 11.1803
507 2753 10.2057
507 2762 10.1889
507 2876 13.2089
507 2888 20.2016
507 2889 11.1729
507 2897 11.1873
507 2899 11.2022
507 2946 10.1688
507 2956 10.1514
507 2957 12.1952
507 2958 15.1838
507 2965 11.1963
507 3092 11.2335
507 3364 10.1825
507 3688 12.2011
507 3883 10.207
507 4245 10.1589
507 4650 12.2577
507 6624 10.2521
507 8755 10.2359
507 10266 10.2075
507 12061 10.2196
507 12904 18.2296
507 12948 11.226
507 14749 10.2666
507 15270 10.2573
507 16259 13.2313
536 12904 10.2849
587 676 10.2321
587 2654 12.2105
587 2958 10.1639
587 12904 10.2601
587 25245 12.3762
600 2654 12.269
634 671 15.2003
634 704 10.1788
634 1136 14.2125
634 2526 11.2206
634 2551 16.2316
634 2554 14.1832
634 2564 11.2488
634 2589 15.2149
634 2604 14.2325
634 2619 10.2089
634 2631 12.2163
634 2654 19.2172
634 2666 17.2067
634 2678 11.2087
634 2691 12.2042
634 2695 11.2078
634 2702 12.2369
634 2753 11.2112
634 2762 16.2072
634 2818 11.2506
634 2876 11.2109
634 2888 16.217
634 2889 11.1994
634 2897 11.2117
634 2898 10.1965
634 2899 17.2049
634 2923 10.1983
634 2927 12.1929
634 2946 11.2003
634 2956 11.1996
634 2957 12.2149
634 2958 15.2073
634 2959 10.1983
634 2962 10.2075
634 3096 15.2215
634 3188 10.2375
634 3342 11.2155
634 3883 13.2201
634 4650 10.1918
634 8985 11.1939
634 9383 11.1926
634 9745 10.2317
634 12760 11.1923
634 12850 10.2093
634 12904 14.2005
634 14281 10.2171
634 14785 10.1958
634 16259 13.2159
634 18090 10.2423
638 2589 10.1827
638 2654 12.1996
638 2666 10.1992
638 2762 11.1814
638 2888 12.1941
638 2899 10.194
638 2958 10.1761
638 12904 10.224
638 16259 11.2252
647 2654 10.2165
668 2911 10.144
671 676 15.1687
671 704 30.1777
671 725 10.2379
671 789 19.1977
671 949 25.217
671 952 14.2043
671 1023 12.1939
671 1051 18.2103
671 1136 43.2149
671 1201 12.1748
671 1359 11.2104
671 1373 11.2191
671 1386 12.2047
671 1406 11.2103
671 1443 19.2114
671 1560 12.2507
671 1633 16.1935
671 1688 12.2422
671 1721 20.2002
671 1803 26.221
671 1906 22.1947
671 1915 15.2306
671 2206 24.2418
671 2265 17.238
671 2328 11.1782
671 2346 10.245
671 2355 13.1711
671 2526 36.2363
671 2540 17.2444
671 2547 14.2458
671 2551 47.2302
671 2554 39.1972
671 2555 19.2275
671 2564 29.2454
671 2565 21.2528
671 2572 13.2415
671 2576 14.2257
671 2583 11.2545
671 2585 16.2483
671 2589 40.2138
671 2604 36.2291
671 2607 13.2231
671 2608 19.2244
671 2610 10.2407
671 2617 12.2638
671 2619 23.2113
671 2631 17.2099
671 2634 18.2232
671 2644 30.2461
671 2648 18.2522
671 2650 10.2287
671 2654 81.2129
671 2657 25.2402
671 2666 77.229
671 2671 13.2233
671 2673 20.213
671 2678 35.2125
671 2679 30.2025
671 2681 14.2415
671 2687 13.2378
671 2688 35.1976
671 2689 39.2099
671 2691 40.2038
671 2692 46.2005
671 2695 60.2062
671 2699 11.2776
671 2702 41.2421
671 2706 24.1908
671 2720 16.2066
671 2723 37.2102
671 2732 10.1628
671 2742 25.2183
671 2748 19.1895
671 2750 12.1916
671 2751 22.205
671 2753 40.2067
671 2754 13.2208
671 2757 10.2366
671 2759 13.2091
671 2761 10.2225
671 2762 45.2007
671 2765 20.1888
671 2776 21.2334
671 2807 15.2073
671 2818 16.2328
671 2859 10.1716
671 2876 28.2087
671 2888 64.2063
671 2889 51.1959
671 2893 28.1955
671 2895 26.1771
671 2896 22.1775
671 2897 43.2054
671 2898 53.1955
671 2899 44.2105
671 2900 19.2212
671 2902 25.1846
671 2905 12.1952
671 2909 33.1923
671 2910 19.1824
671 2911 28.2112
671 2922 23.1909
671 2923 29.1939
671 2927 51.1958
671 2930 15.2064
671 2938 19.2049
671 2945 35.1882
671 2946 50.1949
671 2948 29.1967
671 2951 12.2041
671 2954 30.1933
671 2955 15.1793
671 2956 45.1925
671 2957 42.209
671 2958 70.2048
671 2959 52.2066
671 2960 34.1977
671 2961 26.2038
671 2962 47.1999
671 2965 37.2208
671 3054 12.1881
671 3092 13.1952
671 3096 37.2209
671 3105 10.2014
671 3109 27.2161
671 3111 20.2343
671 3115 20.2189
671 3128 10.2023
671 3163 12.2191
671 3187 11.2298
671 3188 26.2371
671 3191 10.235
671 3193 27.2234
671 3217 21.2183
671 3251 10.1765
671 3257 16.1553
671 3278 16.2291
671 3290 15.2184
671 3291 10.2098
671 3342 24.2228
671 3364 20.1962
671 3398 12.2077
671 3421 12.1701
671 3567 10.2123
671 3591 19.216
671 3619 10.1916
671 3641 20.2075
671 3653 14.1616
671 3682 18.2062
671 3688 20.1943
671 3768 12.2258
671 3883 26.2163
671 3902 14.2431
671 3936 15.2165
671 3948 17.2101
671 4024 16.217
671 4059 12.2228
671 4245 10.1619
671 4315 10.1806
671 4357 17.1989
671 4524 11.2045
671 4650 30.1996
671 4651 15.1886
671 4786 10.2149
671 4853 11.2004
671 5150 18.2147
671 5262 11.1841
671 5279 12.203
671 5298 18.2425
671 5415 15.2424
671 5535 10.1538
671 5723 12.2115
671 5860 26.2221
671 6096 15.2023
671 6278 11.18
671 6571 12.1929
671 6624 21.2254
671 6841 12.2247
671 6942 18.2033
671 6998 16.2531
671 7132 16.2208
671 7136 31.2222
671 7153 18.191
671 7541 20.193
671 7980 11.1945
671 8163 15.2691
671 8222 10.1936
671 8344 21.2401
671 8555 23.2028
671 8642 10.2148
671 8651 14.2131
671 8652 24.2166
671 8668 22.215
671 8707 16.2117
671 8744 13.1928
671 8752 32.1988
671 8754 14.1967
671 8755 16.2052
671 8758 12.1955
671 8760 25.1961
671 8786 12.1626
671 8788 13.1938
671 8933 13.2093
671 8935 12.2007
671 8936 21.2056
671 8945 13.1926
671 8950 26.2254
671 8969 10.1672
671 8980 19.1922
671 8981 11.1928
671 8982 16.1993
671 8985 31.1991
671 9002 10.2208
671 9040 12.2314
671 9081 17.2194
671 9158 12.2212
671 9168 20.1923
671 9188 19.235
671 9252 12.2261
671 9299 10.211
671 9383 15.2054
671 9424 14.2247
671 9427 18.2
671 9440 21.2276
671 9525 13.2215
671 9544 12.2091
671 9570 10.2274
671 9660 14.233
671 9692 10.2011
671 9745 21.235
671 9778 11.1901
671 9937 10.1584
671 10044 10.246
671 10066 10.2366
671 10095 12.1856
671 10151 11.207
671 10185 14.203
671 10235 11.2388
671 10266 26.1891
671 10335 22.2182
671 10625 17.2035
671 10951 10.2118
671 10955 10.2716
671 10972 19.2119
671 11077 21.2177
671 11086 12.2728
671 11237 11.2569
671 11240 12.248
671 11250 10.1828
671 11266 11.2339
671 11351 16.2024
671 11569 10.2172
671 11583 11.1767
671 11616 13.2018
671 11661 13.2142
671 11695 11.1613
671 11711 12.2424
671 11723 27.2215
671 11734 10.2151
671 11761 11.2362
671 11981 12.2049
671 12061 24.2098
671 12076 12.2434
671 12142 16.2277
671 12158 15.2599
671 12163 11.2391
671 12175 17.236
671 12186 22.2116
671 12211 10.2329
671 12334 13.2023
671 12395 14.2182
671 12412 18.2196
671 12574 12.2312
671 12588 10.21
671 12744 12.2217
671 12760 36.1984
671 12830 10.2334
671 12850 30.2087
671 12904 47.2157
671 12909 10.2286
671 12913 12.1972
671 12917 13.197
671 12948 34.2225
671 13136 11.1775
671 13160 13.2676
671 13175 22.2041
671 13297 12.2278
671 13606 19.2347
671 13754 10.2207
671 13829 15.212
671 13922 11.2014
671 13932 10.2104
671 13941 16.2284
671 13962 15.2349
671 13976 15.2477
671 13997 22.2316
671 14024 26.229
671 14110 13.203
671 14193 14.213
671 14248 15.205
671 14268 14.1952
671 14276 11.1477
671 14281 44.2287
671 14323 30.2425
671 14332 17.2419
671 14353 21.2134
671 14373 19.2604
671 14376 10.2216
671 14406 13.1498
671 14431 11.2398
671 14453 10.1943
671 14566 13.207
671 14588 16.2552
671 14594 13.2708
671 14614 11.2148
671 14692 14.2404
671 14747 14.1728
671 14749 19.2121
671 14752 13.2424
671 14755 15.1694
671 14784 14.2182
671 14785 11.2147
671 14786 10.2226
671 14790 10.1615
671 14855 11.2161
671 14895 20.2391
671 14935 13.2079
671 15011 10.1849
671 15092 11.2526
671 15104 10.2885
671 15186 12.2186
671 15201 21.2394
671 15203 15.2251
671 15213 18.2286
671 15231 11.1762
671 15233 10.239
671 15270 13.1909
671 15299 14.2435
671 15302 13.2385
671 15401 12.2398
671 15445 11.2486
671 15467 10.1902
671 15551 20.2325
671 15680 14.2764
671 15691 12.2457
671 15711 10.2283
671 15879 12.226
671 16039 11.2526
671 16149 25.2339
671 16150 16.2086
671 16164 13.214
671 16231 11.2559
671 16259 43.2155
671 16297 12.2178
671 16344 13.2037
671 16369 18.18
671 16378 13.1742
671 16400 19.2205
671 16402 10.1912
671 16404 14.2236
671 16458 10.2213
671 16472 14.2383
671 16544 10.1947
671 16656 12.2109
671 16737 12.2263
671 16885 14.2496
671 16968 15.2319
671 17033 10.2031
671 17289 13.2476
671 17374 14.2345
671 17407 11.2278
671 17478 11.2418
671 17585 10.1691
671 17597 18.1958
671 17610 14.2156
671 17617 11.2451
671 17653 11.2333
671 17706 13.204
671 17739 10.1851
671 17748 11.2366
671 17915 13.1924
671 17995 14.2069
671 18008 12.2412
671 18090 20.2509
671 18169 11.1604
671 18172 15.1959
671 18298 18.2228
671 18468 13.2219
671 18887 10.1635
671 19422 18.2092
671 19759 12.1869
671 19816 17.1709
671 20016 18.185
671 20918 14.2171
671 20980 14.2232
671 21654 14.2171
671 22001 10.1605
671 22141 10.2491
671 22247 11.2498
671 23044 14.2316
671 23186 14.2481
671 23286 16.2401
671 23355 10.196
671 23373 14.243
671 23420 12.2298
671 23431 24.2144
671 23496 10.2191
671 23555 10.2196
671 23627 10.2275
671 23705 10.2264
671 24108 11.2123
671 24419 10.1359
671 24611 10.1943
671 24727 10.2584
671 24896 12.1607
671 25021 11.1953
671 25245 24.22
671 25390 11.2614
671 25448 10.1275
671 26176 16.2209
671 26270 11.1983
671 26377 14.2129
671 26400 12.2172
671 26407 17.198
671 26612 11.1962
671 26950 18.2261
671 27473 11.196
671 27661 10.2035
671 28560 13.25
671 28572 10.1652
671 29873 15.2222
671 30165 11.1885
671 30471 12.1901
671 31641 11.2068
671 31924 11.1969
671 32172 10.182
671 32207 14.1716
671 32682 10.1458
671 35661 10.1921
671 36489 10.171
671 44834 16.2779
671 45220 12.1771
676 704 15.1829
676 789 13.2011
676 952 11.2122
676 1136 23.1779
676 1443 13.2002
676 1560 10.2212
676 1633 10.2163
676 1721 11.1736
676 1803 13.2029
676 1906 11.2188
676 2206 11.2103
676 2526 12.1906
676 2551 20.1932
676 2589 11.1721
676 2604 13.181
676 2619 12.1744
676 2654 24.18
676 2666 16.1699
676 2678 11.1836
676 2681 10.2237
676 2688 12.1564
676 2691 14.1726
676 2692 11.17
676 2695 13.1658
676 2702 12.1979
676 2723 12.1908
676 2753 11.1836
676 2754 11.2036
676 2761 10.217
676 2762 13.1688
676 2807 10.1867
676 2876 15.1901
676 2888 22.1797
676 2889 14.1603
676 2897 13.1698
676 2898 10.1617
676 2899 12.168
676 2909 10.1701
676 2910 10.1828
676 2911 16.1989
676 2923 13.1941
676 2927 10.1562
676 2946 13.1534
676 2957 17.1658
676 2958 17.1658
676 2960 11.1864
676 2962 11.1582
676 2965 14.1749
676 3054 10.1877
676 3092 11.2064
676 3096 15.1825
676 3109 11.22
676 3163 13.2157
676 3193 14.186
676 3251 10.1907
676 3257 10.1641
676 3342 10.1711
676 3641 11.1774
676 3645 10.1706
676 3649 10.1579
676 3653 12.1645
676 3682 10.1804
676 3688 16.1783
676 3883 11.1768
676 4024 11.2109
676 4650 18.2206
676 4913 10.1922
676 5733 10.2037
676 6571 11.1669
676 6624 11.2109
676 6840 11.2123
676 6942 10.1783
676 8652 11.1658
676 8752 13.1707
676 8755 11.2014
676 8936 13.1744
676 9383 10.1998
676 9544 10.2083
676 9745 14.1995
676 10095 11.1987
676 10151 11.2012
676 10185 11.2285
676 10266 12.194
676 10471 12.2118
676 10625 11.206
676 10951 10.1947
676 10972 10.2262
676 12061 13.1836
676 12588 10.1861
676 12904 22.1895
676 12913 12.1737
676 12948 13.1924
676 13606 10.2174
676 14024 11.1908
676 14749 13.2199
676 14935 11.2025
676 15213 14.2054
676 15255 11.1788
676 15270 18.2218
676 15652 10.2238
676 16255 13.1943
676 16259 14.1955
676 17995 11.1878
676 18887 10.2188
676 19422 10.1804
676 19816 12.2016
676 25245 13.2308
676 26176 10.1856
676 26407 14.1922
676 27629 13.2248
676 30471 14.2071
676 31641 10.231
694 704 10.1998
694 1136 11.2022
694 1906 10.3176
694 2526 14.2275
694 2551 12.2257
694 2654 16.18
694 2666 10.1839
694 2702 14.2331
694 2754 11.2139
694 2876 11.1981
694 3109 14.2963
694 3163 10.2867
694 4650 21.3107
694 8986 10.3362
694 10972 10.3235
694 12904 21.2386
694 13962 11.2557
694 13969 11.3214
694 14024 13.2282
694 15213 13.2583
694 15270 14.3247
694 19816 11.2693
694 25245 15.3222
694 25453 10.2462
694 27629 13.3543
694 35661 10.2161
704 789 15.1996
704 949 14.2088
704 952 13.211
704 1051 17.2024
704 1136 24.1924
704 1443 18.2016
704 1560 11.2193
704 1633 12.2147
704 1721 18.1881
704 1803 13.2051
704 1906 15.2102
704 1915 10.1946
704 2206 16.2115
704 2355 10.1998
704 2469 10.1979
704 2526 16.1976
704 2551 27.2019
704 2554 19.1669
704 2555 10.1859
704 2564 15.2008
704 2576 11.2111
704 2585 10.2017
704 2589 21.1807
704 2604 21.1876
704 2608 15.2045
704 2619 12.1809
704 2631 11.1848
704 2634 10.1754
704 2644 11.1924
704 2654 37.1868
704 2666 32.1835
704 2673 12.203
704 2678 15.1831
704 2681 12.2195
704 2688 12.1655
704 2689 14.1736
704 2691 20.1767
704 2692 16.1769
704 2695 24.1727
704 2702 19.2059
704 2706 11.1743
704 2723 18.1901
704 2742 13.1777
704 2748 10.1681
704 2751 13.1768
704 2753 20.1872
704 2754 11.201
704 2761 11.208
704 2762 28.1789
704 2765 10.1684
704 2807 13.1844
704 2818 10.2035
704 2876 20.1867
704 2888 28.1853
704 2889 18.1684
704 2893 13.167
704 2897 17.1782
704 2898 20.1696
704 2899 22.1814
704 2909 15.1739
704 2910 12.1797
704 2911 20.1941
704 2922 12.1652
704 2923 18.188
704 2927 18.1659
704 2938 13.1718
704 2945 11.1628
704 2946 17.1665
704 2948 10.1671
704 2954 12.1675
704 2956 15.1589
704 2957 17.1789
704 2958 29.1759
704 2959 16.1683
704 2960 16.1839
704 2961 10.1644
704 2962 19.1716
704 2965 17.1824
704 3092 11.1987
704 3096 20.1955
704 3109 12.2126
704 3163 11.2091
704 3188 13.2078
704 3193 13.1992
704 3257 13.1649
704 3342 14.1826
704 3364 13.1748
704 3421 11.1708
704 3641 17.1837
704 3653 12.1726
704 3688 20.1828
704 3883 16.1879
704 4024 12.2033
704 4315 12.1816
704 4357 14.1881
704 4536 10.1947
704 4640 11.1895
704 4650 25.2121
704 4651 16.1671
704 4786 10.2049
704 5150 10.1854
704 5279 11.1846
704 5298 11.199
704 5535 11.2185
704 5723 10.1869
704 5733 10.1956
704 5860 12.1921
704 5887 10.1855
704 6096 16.1952
704 6278 11.1963
704 6571 12.1836
704 6624 16.2103
704 7050 10.1889
704 7055 10.1712
704 7132 12.1763
704 7136 13.188
704 7153 12.1774
704 7270 11.1845
704 7436 11.1954
704 7541 10.1785
704 8344 14.198
704 8555 14.2029
704 8651 11.1808
704 8652 13.1805
704 8668 11.1929
704 8752 17.1756
704 8754 12.177
704 8755 15.2005
704 8760 12.1725
704 8936 12.1767
704 8945 10.1931
704 8986 10.216
704 9081 10.1986
704 9168 10.1399
704 9383 11.2014
704 9440 10.1994
704 9544 16.2116
704 9745 16.2074
704 10095 13.1992
704 10185 11.223
704 10266 12.1904
704 10335 11.1908
704 10471 10.2059
704 10625 12.2012
704 11077 13.1924
704 11240 10.2146
704 11351 12.1882
704 11616 11.2011
704 11695 13.1903
704 11723 14.2207
704 11981 10.1897
704 12061 15.1908
704 12142 11.1956
704 12158 10.2077
704 12186 10.1769
704 12760 19.1715
704 12850 16.1762
704 12904 26.1937
704 12948 23.1965
704 13175 11.1833
704 13606 13.2119
704 13829 12.2035
704 13997 11.2001
704 14024 15.1991
704 14248 11.192
704 14281 17.1841
704 14353 11.1871
704 14588 11.2063
704 14749 14.215
704 14785 10.1843
704 14895 11.2044
704 15186 10.1954
704 15201 12.2023
704 15213 15.2079
704 15270 15.212
704 15299 10.2192
704 15551 17.2001
704 15879 11.2009
704 16149 15.1894
704 16150 12.1885
704 16255 10.2014
704 16259 24.198
704 16344 11.193
704 16400 15.1936
704 16472 10.2009
704 16885 10.2009
704 16968 11.1967
704 17597 10.178
704 17706 10.1994
704 17995 10.1963
704 18008 11.2161
704 18090 10.2048
704 18169 11.1982
704 18172 17.1928
704 18298 13.2049
704 19689 10.1986
704 19759 11.2196
704 19816 14.1926
704 20016 11.1835
704 20980 12.2068
704 21654 10.189
704 23431 10.1922
704 25091 10.1785
704 25245 11.2216
704 26176 11.1927
704 26377 11.1811
704 26407 15.1942
704 26612 11.1963
704 26950 10.2099
704 29873 12.2071
704 30165 10.1926
704 30471 11.2012
704 32207 10.1855
704 49006 10.2005
725 789 10.2878
725 1136 11.2683
725 2206 15.3708
725 2551 10.3156
725 2604 10.2686
725 2631 10.2462
725 2654 15.2563
